"date","days_min0_degrees","days_min32_degrees","days_max32_degrees","days_max70_degrees","days_max90_degrees","numD_fog","numD_thunder","min_temp_ext","max_snow_depth","max_daily_snowfall","max_daily_rain","max_temp_ext","total_rain","total_snowfall","avrg_temp","avg_max_temp","avg_min_temp"
Dec 1994,0,9,0,1,0,14,0,-2.2,0,0,16.8,21.7,59.7,0,6.76,10.9,2.62
Jan 1995,0,19,1,1,0,12,1,-9.4,102,99,25.4,21.1,81.8,99,4.18,7.89,0.48
Feb 1995,0,22,5,0,0,11,0,-13.9,102,114,15,16.7,43.4,147,1.29,5.78,-3.2
Mar 1995,0,6,0,5,0,11,0,-5.6,0,10,50,25.6,54.4,10,9.52,15.07,3.97
Apr 1995,0,1,0,12,1,11,4,-1.1,0,0,17.5,32.8,48,0,13.5,19.51,7.48
May 1995,0,0,0,25,0,16,6,7.2,0,0,22.1,31.1,106.5,0,18.78,24.06,13.5
Jun 1995,0,0,0,30,5,16,6,14.4,0,0,21.6,33.9,61.6,0,23.67,28.46,18.89
Jul 1995,0,0,0,31,20,16,8,16.1,0,0,40.6,37.2,102.4,0,27.46,32.42,22.51
Aug 1995,0,0,0,31,19,6,1,17.8,0,0,11.7,36.7,22.4,0,27.37,32.61,22.13
Sep 1995,0,0,0,26,7,14,1,11.1,0,0,23.9,35,94.7,0,21.64,26.6,16.67
Oct 1995,0,0,0,18,0,14,3,5,0,0,85.3,29.4,219.6,0,16.82,22.13,11.5
Nov 1995,0,14,0,1,0,13,1,-2.2,0,8,33.3,22.8,121,13,6.17,10.39,1.96
Dec 1995,0,23,5,0,0,8,0,-8.3,25,28,20.6,19.4,55.2,34,2.02,5.78,-1.75
Jan 1996,0,26,6,0,0,16,1,-10,508,330,30.2,16.7,127.5,604,0.45,4.55,-3.64
Feb 1996,0,14,6,1,0,12,0,-15,203,173,12.2,22.2,50.7,387,2.91,6.97,-1.16
Mar 1996,0,11,2,1,0,10,0,-8.3,102,94,30,22.8,91.5,133,6.06,11,1.12
Apr 1996,0,0,0,15,0,9,3,1.7,0,0,24.1,30.6,80.5,0,13.78,19.39,8.16
May 1996,0,0,0,17,3,20,5,5.6,0,0,22.1,35.6,126.1,0,17.72,22.58,12.85
Jun 1996,0,0,0,30,6,13,11,12.2,0,0,18.8,33.9,79.9,0,25.09,30.2,19.99
Jul 1996,0,0,0,31,9,18,3,16.1,0,0,29.2,34.4,142.1,0,25.31,29.68,20.94
Aug 1996,0,0,0,31,2,27,3,17.2,0,0,38.9,33.9,67,0,24.73,29.45,20.02
Sep 1996,0,0,0,27,1,11,4,11.1,0,0,46.5,32.2,197.9,0,21.41,25.67,17.15
Oct 1996,0,0,0,14,0,12,0,5,0,0,37.8,27.8,102.6,0,15.21,20.13,10.3
Nov 1996,0,10,0,2,0,9,2,-3.3,0,5,65.3,22.2,91,5,6.73,10.83,2.63
Dec 1996,0,8,1,0,0,18,0,-6.7,0,5,48.5,18.9,139.9,5,6.08,9.89,2.27
Jan 1997,0,21,5,2,0,13,0,-11.7,25,41,23.1,22.8,65,59,2.76,6.96,-1.44
Feb 1997,0,10,0,4,0,10,0,-2.2,76,81,14.7,25,61.7,102,7.03,11.53,2.53
Mar 1997,0,2,0,6,0,15,1,-0.6,0,0,25.9,25,105.5,0,9.27,14.41,4.14
Apr 1997,0,2,0,7,0,9,0,-2.2,0,0,26.9,26.1,61.3,0,12.19,17.73,6.65
May 1997,0,0,0,23,1,4,5,5.6,0,0,55.1,35.6,77.5,0,17.17,23.34,11
Jun 1997,0,0,0,26,9,9,4,10,0,0,28.4,37.8,74.7,0,22.84,28.13,17.56
Jul 1997,0,0,0,30,18,10,3,17.2,0,0,8.6,37.8,28.9,0,26.86,32.39,21.33
Aug 1997,0,0,0,31,10,9,3,15,0,0,52.3,40.6,89.2,0,25.34,30.73,19.94
Sep 1997,0,0,0,28,3,13,2,9.4,0,0,17.3,32.8,40.4,0,21.34,26.54,16.15
Oct 1997,0,0,0,13,1,14,0,1.1,0,0,28.7,32.2,94.8,0,15.32,20.48,10.16
Nov 1997,0,6,0,0,0,12,0,-2.8,0,0,50.8,18.3,116.9,0,7.86,11.71,4.01
Dec 1997,0,11,0,0,0,12,0,-4.4,0,3,8.1,16.7,44.4,3,5,8.98,1.02
Jan 1998,0,8,0,0,0,14,0,-7.8,0,0,45.5,20.6,138,0,6.1,9.95,2.24
Jan 1999,0,19,7,1,0,13,1,-8.9,51,56,31.8,21.7,137.9,56,3.4,7.97,-1.17
Feb 1999,0,15,1,1,0,14,2,-6.7,0,5,17.3,23.3,64.7,5,4.96,9.58,0.33
Mar 1999,0,10,1,4,0,8,2,-6.7,203,213,32,24.4,98.4,221,6.92,11.87,1.96
Apr 1999,0,0,0,8,0,10,4,5,0,0,13.7,29.4,53.2,0,13.63,19.12,8.14
May 1999,0,0,0,27,2,11,3,8.3,0,0,17.3,33.3,32.5,0,19.61,25.49,13.73
Jun 1999,0,0,0,29,8,11,3,13.9,0,0,33.5,36.7,57.6,0,23.7,28.68,18.71
Jul 1999,0,0,0,31,22,14,5,17.2,0,0,7.1,39.4,25.6,0,28.3,33.79,22.81
Aug 1999,0,0,0,31,16,14,8,16.7,0,0,51.6,37.2,127.6,0,26.45,31.54,21.37
Sep 1999,0,0,0,26,0,18,4,8.9,0,0,93.2,30,260.8,0,21.09,25.37,16.82
Oct 1999,0,0,0,10,0,14,0,3.9,0,0,18.5,26.1,54.8,0,13.97,18.84,9.1
Nov 1999,0,2,0,8,0,12,1,-0.6,0,0,38.6,24.4,46.2,0,11.73,16.56,6.91
Dec 1999,0,11,2,0,0,11,0,-6.1,0,0,22.9,20,63.3,0,5.53,9.64,1.42
Jan 2000,0,22,8,1,0,11,0,-10,229,236,31,21.7,93.1,367,2.13,6.23,-1.97
Feb 2000,0,14,0,2,0,8,2,-5.6,127,13,16.3,24.4,52.5,23,5.78,10.65,0.92
Mar 2000,0,2,0,6,0,9,4,-2.8,0,0,46.2,29.4,101.2,0,10.92,16.47,5.37
Apr 2000,0,0,0,7,0,14,3,1.1,0,0,36.6,27.8,130.5,0,13.12,18.07,8.16
May 2000,0,0,0,23,3,13,3,7.8,0,0,20.6,32.8,78.3,0,19.9,25,14.8
Jun 2000,0,0,0,28,5,16,11,13.3,0,0,27.2,34.4,125.5,0,23.71,28.24,19.18
Jul 2000,0,0,0,31,1,16,8,15.6,0,0,33.5,32.8,140,0,23.69,27.87,19.51
Aug 2000,0,0,0,31,3,20,8,15,0,0,19.1,33.3,95.8,0,23.93,27.98,19.87
Sep 2000,0,0,0,23,0,14,4,8.9,0,0,47.2,31.1,124.6,0,19.79,24.18,15.39
Oct 2000,0,0,0,19,0,17,0,2.8,0,0,0.3,28.9,0.6,0,15.63,21.1,10.17
Nov 2000,0,8,0,1,0,11,1,-3.9,0,0,12.4,21.7,40.6,0,8.13,12.83,3.43
Dec 2000,0,28,6,0,0,9,1,-10,51,51,22.9,15.6,51.2,51,-0.12,3.64,-3.87
Jan 2001,0,22,0,0,0,14,0,-6.7,25,28,25.9,15,56.6,61,1.96,6.01,-2.09
Feb 2001,0,13,1,1,0,10,0,-6.1,76,71,16.3,21.1,46.6,71,4.92,9.96,-0.12
Mar 2001,0,11,0,0,0,11,1,-3.9,0,5,31.5,18.9,98.6,5,6.52,11.25,1.79
Apr 2001,0,0,0,13,0,12,2,1.1,0,0,12.4,31.7,42.8,0,14.21,20.01,8.41
May 2001,0,0,0,24,0,14,4,7.8,0,0,27.2,31.1,94.1,0,18.82,23.9,13.75
Jun 2001,0,0,0,29,5,18,7,12.2,0,0,41.7,33.3,119.3,0,23.98,28.62,19.34
Jul 2001,0,0,0,30,5,12,7,14.4,0,0,33.8,33.9,121.5,0,24.01,28.71,19.32
Aug 2001,0,0,0,31,6,16,11,17.2,0,0,23.4,36.1,75.9,0,26.06,30.4,21.72
Sep 2001,0,0,0,25,0,9,4,7.8,0,0,10.7,30.6,36,0,20.52,25.47,15.58
Oct 2001,0,0,0,18,0,9,0,0.6,0,0,8.1,28.9,17.6,0,15.38,21.46,9.3
Nov 2001,0,0,0,9,0,13,0,0.6,0,0,9.7,26.1,14.1,0,12.68,18.35,7.01
Dec 2001,0,8,1,4,0,14,0,-5.6,0,0,14.5,23.9,39,0,7.47,11.77,3.18
Jan 2002,0,15,0,1,0,8,0,-6.7,51,69,15.2,25,33.5,69,5.36,9.86,0.87
Feb 2002,0,16,0,1,0,7,1,-6.1,0,8,4.8,25,11.9,13,5.9,11.42,0.38
Mar 2002,0,6,0,4,0,14,2,-7.2,0,0,19.6,26.7,85.7,0,8.7,14.07,3.32
Apr 2002,0,1,0,14,3,12,6,0,0,0,34.8,35,88.3,0,15.52,21.25,9.79
May 2002,0,0,0,22,1,13,7,5.6,0,0,19.3,32.8,55.2,0,18.45,24.09,12.8
Jun 2002,0,0,0,30,10,9,6,13.9,0,0,48.8,35,96.8,0,24.5,29.89,19.11
Jul 2002,0,0,0,31,19,10,2,15.6,0,0,34.5,37.2,55.9,0,27.17,32.05,22.29
Aug 2002,0,0,0,31,19,6,5,16.1,0,0,34.5,37.8,41.4,0,27.27,32.44,22.1
Sep 2002,0,0,0,28,3,12,1,12.8,0,0,21.6,33.3,53.4,0,22.79,27.62,17.96
Oct 2002,0,0,0,9,1,19,0,3.3,0,0,35.1,32.2,127.2,0,14.79,18.66,10.93
Nov 2002,0,3,0,2,0,11,1,-2.8,0,0,41.7,22.8,110.4,0,8.38,12.62,4.14
Dec 2002,0,20,2,0,0,13,0,-7.8,152,155,34.5,16.1,113.1,180,2.9,6.79,-0.99
Jan 2003,0,24,7,0,0,16,1,-11.7,76,76,38.6,16.7,61.3,115,-0.51,2.96,-3.98
Feb 2003,0,21,4,0,0,18,1,-9.4,406,338,57.7,12.2,177.3,731,0.91,4.29,-2.46
Mar 2003,0,12,0,4,0,19,1,-6.7,76,3,49.5,24.4,106.8,3,8.37,13.88,2.86
Apr 2003,0,1,0,10,0,15,1,0,0,0,17.3,29.4,64.9,0,12.83,18.2,7.46
May 2003,0,0,0,14,0,24,7,7.2,0,0,40.4,27.8,179.4,0,16.5,20.18,12.82
Jun 2003,0,0,0,27,4,21,9,11.7,0,0,40.9,33.9,200.1,0,21.85,26.15,17.54
Jul 2003,0,0,0,31,8,17,10,18.9,0,0,29,34.4,146.5,0,25.41,29.6,21.23
Aug 2003,0,0,0,31,8,19,12,17.8,0,0,24.4,34.4,118.1,0,25.98,29.94,22.02
Sep 2003,0,0,0,27,0,16,4,9.4,0,0,57.9,29.4,174.3,0,21.36,25.44,17.27
Oct 2003,0,0,0,9,0,10,2,2.8,0,0,32.3,25.6,99.8,0,14.14,18.91,9.37
Nov 2003,0,1,0,7,0,15,1,-0.6,0,0,37.3,27.2,107.4,0,11.72,16.44,7
Dec 2003,0,19,0,0,0,10,0,-3.9,76,91,20.6,16.7,109.8,157,3.98,8.06,-0.11
Jan 2004,0,26,15,1,0,10,0,-13.3,127,89,8.9,22.2,34.3,157,-0.81,3.16,-4.78
Feb 2004,0,20,0,0,0,4,0,-9.4,102,0,40.6,18.9,57.9,0,3.4,8.09,-1.3
Mar 2004,0,5,0,6,0,14,0,-3.3,0,0,21.6,25,53.2,0,9.32,14.46,4.18
Apr 2004,0,1,0,11,1,12,1,-0.6,0,0,30,32.8,97.8,0,14.09,19.14,9.04
May 2004,0,0,0,28,2,14,13,6.7,0,0,17,33.3,75.7,0,22.09,27.02,17.16
Jun 2004,0,0,0,28,3,17,5,13.9,0,0,32,33.3,116.8,0,23,27.44,18.55
Jul 2004,0,0,0,31,4,18,8,18.9,0,0,55.4,33.3,177.3,0,25.85,29.89,21.81
Aug 2004,0,0,0,31,1,21,5,14.4,0,0,61.7,32.8,129.3,0,24.37,28.3,20.45
Sep 2004,0,0,0,30,0,14,3,10.6,0,0,62.5,30.6,101.4,0,22,26.14,17.85
Oct 2004,0,0,0,11,0,13,2,5,0,0,21.3,26.1,44.2,0,14.59,18.73,10.45
Nov 2004,0,0,0,3,0,10,0,0.6,0,0,52.3,21.7,114.3,0,10.55,14.89,6.21
Dec 2004,0,16,2,0,0,9,2,-11.7,0,3,22.6,17.8,77.4,3,4.46,8.94,-0.01
Jan 2005,0,17,9,1,0,13,0,-11.1,51,76,46.2,21.7,84.2,162,2.25,6.06,-1.55
Feb 2005,0,17,0,0,0,11,0,-6.7,76,74,12.4,17.8,41.4,133,4.2,8.99,-0.6
Mar 2005,0,12,0,1,0,6,2,-6.7,51,20,47,21.1,113.4,20,6.11,10.63,1.6
Apr 2005,0,0,0,10,0,10,2,4.4,0,0,45.5,30,110,0,14.06,19.55,8.58
May 2005,0,0,0,18,0,8,1,3.3,0,0,66.8,28.9,117.2,0,16.61,21.64,11.58
Jun 2005,0,0,0,28,7,11,5,13.9,0,0,26.2,34.4,73.1,0,24.26,29,19.52
Jul 2005,0,0,0,31,13,15,10,18.9,0,0,54.4,36.1,154.1,0,26.93,31.3,22.56
Aug 2005,0,0,0,31,12,11,3,16.7,0,0,29.7,36.1,59.3,0,26.72,31.06,22.39
Sep 2005,0,0,0,30,7,3,1,10,0,0,2.3,33.9,2.9,0,23.88,29.27,18.48
Oct 2005,0,0,0,12,0,10,1,4.4,0,0,93.2,27.8,239.1,0,15.8,19.89,11.71
Nov 2005,0,7,0,3,0,12,0,-5.6,0,0,16,25,48.9,0,10.12,15.4,4.85
Dec 2005,0,21,2,0,0,10,0,-7.2,76,41,23.6,14.4,84.9,123,2.44,6.22,-1.34
Jan 2006,0,11,0,0,0,14,4,-3.9,0,0,20.1,18.3,82.5,0,6.13,10.66,1.59
Feb 2006,0,17,1,0,0,8,1,-10,178,170,19.8,18.9,62.6,223,3.67,8.11,-0.77
Mar 2006,0,10,0,6,0,6,0,-2.2,0,0,0.8,29.4,1.4,0,8.81,14.13,3.5
Apr 2006,0,0,0,16,0,9,4,1.1,0,0,27.4,28.3,78.8,0,15.26,20.92,9.59
May 2006,0,0,0,24,2,15,4,7.2,0,0,20.6,35,56.2,0,18.37,23.84,12.9
Jun 2006,0,0,0,30,5,17,13,12.2,0,0,131.8,33.9,356.2,0,23.63,28.51,18.75
Jul 2006,0,0,0,31,14,17,6,16.7,0,0,22.1,36.1,90.4,0,26.91,31.57,22.24
Aug 2006,0,0,0,31,15,7,2,16.1,0,0,20.1,38.3,26.2,0,26.96,31.77,22.15
Sep 2006,0,0,0,22,0,18,1,10,0,0,55.4,29.4,160.4,0,19.87,23.82,15.93
Oct 2006,0,0,0,12,0,14,1,3.3,0,0,33.3,27.8,128.6,0,14.04,18.99,9.1
Nov 2006,0,1,0,5,0,16,1,-1.7,0,0,37.6,23.3,131.3,0,10.39,14.69,6.1
Dec 2006,0,9,0,2,0,10,0,-7.2,0,0,17.8,23.9,39.5,0,6.78,11.57,1.99
Jan 2007,0,20,1,1,0,10,0,-9.4,25,30,26.2,22.8,62.5,33,4.83,8.98,0.68
Feb 2007,0,25,6,0,0,12,1,-12.2,76,74,22.6,15,56.5,151,-0.64,3.37,-4.64
Mar 2007,0,10,1,7,0,11,0,-6.7,25,46,45.5,28.3,81,49,8.72,14.46,2.99
Apr 2007,0,3,0,11,0,10,3,-1.7,0,10,61.2,30,106,10,12,17.01,6.98
May 2007,0,0,0,25,1,8,3,6.7,0,0,23.6,32.8,44.4,0,19.91,25.36,14.46
Jun 2007,0,0,0,29,7,9,8,15,0,0,22.4,35.6,35.2,0,24.49,29.45,19.54
Jul 2007,0,0,0,31,14,8,7,16.7,0,0,24.9,36.7,61,0,26.25,31.55,20.94
Aug 2007,0,0,0,31,15,15,6,17.2,0,0,37.1,38.9,88.2,0,26.5,31.25,21.74
Sep 2007,0,0,0,29,4,8,1,10,0,0,10.4,32.8,15.2,0,22.74,27.95,17.52
Oct 2007,0,0,0,24,3,15,1,5,0,0,67.3,34.4,166.4,0,19.47,24.64,14.31
Nov 2007,0,1,0,3,0,9,0,-1.1,0,0,20.3,25,37.1,0,9.87,14.27,5.47
Dec 2007,0,7,0,0,0,19,0,-5,76,66,18.3,17.8,83.4,66,5.43,8.71,2.15
Jan 2008,0,15,1,1,0,5,0,-7.8,25,33,19.1,22.8,35,33,4.43,8.65,0.22
Feb 2008,0,16,1,2,0,10,2,-8.9,25,25,52.1,23.3,106.1,25,5,9.79,0.2
Mar 2008,0,2,0,5,0,11,1,-1.7,0,0,15,23.3,71.3,0,9.45,14.63,4.26
Apr 2008,0,0,0,13,0,18,4,4.4,0,0,35.6,29.4,125.1,0,14.93,19.73,10.13
May 2008,0,0,0,26,0,12,3,8.9,0,0,66.8,30.6,270.8,0,18.18,23.49,12.86
Jun 2008,0,0,0,30,8,19,13,14.4,0,0,37.8,36.7,122,0,25.48,30.69,20.28
Jul 2008,0,0,0,31,14,11,8,18.3,0,0,27.7,35.6,91.6,0,27.08,31.92,22.24
Aug 2008,0,0,0,31,7,5,3,17.8,0,0,12.2,34.4,31.2,0,25.48,30.35,20.61
Sep 2008,0,0,0,29,6,9,3,13.3,0,0,88.9,35,163,0,23.31,27.72,18.89
Oct 2008,0,0,0,14,0,6,0,2.2,0,0,21.3,27.8,28.7,0,14.92,19.85,9.99
Nov 2008,0,9,0,3,0,7,1,-3.3,0,0,19.3,23.3,61.8,0,8.13,11.78,4.47
Dec 2008,0,15,1,1,0,11,0,-8.9,0,0,42.2,21.1,75.4,0,4.6,8.84,0.36
Jan 2009,0,29,6,0,0,7,2,-13.3,25,48,32,10.6,68.1,48,-0.22,3.47,-3.91
Feb 2009,0,20,1,1,0,5,1,-9.4,0,3,3.6,22.2,9,3,4.35,9.75,-1.05
Mar 2009,0,8,2,4,0,12,0,-10,102,114,13.2,24.4,50,139,7.32,12,2.64
Apr 2009,0,0,0,11,1,11,3,2.2,0,0,30.2,33.3,107.2,0,13.88,19.33,8.42
May 2009,0,0,0,22,0,20,10,7.2,0,0,41.9,30,204.5,0,18.6,23.21,13.98
Jun 2009,0,0,0,27,2,12,8,12.8,0,0,38.1,32.8,148.9,0,23.14,27.49,18.78
Jul 2009,0,0,0,31,7,8,3,16.7,0,0,14.2,35.6,27.2,0,24.93,29.87,19.98
Aug 2009,0,0,0,31,12,11,9,16.7,0,0,32.8,36.1,62.4,0,26.58,31.32,21.85
Sep 2009,0,0,0,27,0,9,1,12.2,0,0,35.6,30.6,84.1,0,21.23,25.52,16.94
Oct 2009,0,0,0,16,0,8,0,3.9,0,0,31.2,29.4,145.1,0,14.7,18.94,10.45
Nov 2009,0,0,0,4,0,17,1,1.7,0,0,23.9,23.3,112.7,0,11.23,15.26,7.19
Dec 2009,0,18,1,0,0,14,1,-5,406,381,34,18.3,172.4,422,3.25,6.8,-0.3
Jan 2010,0,23,6,0,0,6,1,-8.9,152,163,17.3,20,39.7,188,1.81,5.86,-2.25
Feb 2010,0,21,3,0,0,9,0,-8.9,533,231,19.6,10,69.3,815,1.22,4.52,-2.07
Mar 2010,0,0,0,6,0,10,1,0.6,0,0,20.3,24.4,90.2,0,10.66,15.46,5.86
Apr 2010,0,0,0,17,2,7,2,5,0,0,15.7,32.2,38,0,16.02,22.03,10
May 2010,0,0,0,24,3,12,4,6.1,0,0,16.3,33.9,61,0,20.74,25.75,15.74
Jun 2010,0,0,0,30,18,4,6,15.6,0,0,20.1,37.8,47.7,0,26.98,32.12,21.84
Jul 2010,0,0,0,31,21,8,7,17.2,0,0,47.2,38.9,131.4,0,28.37,33.48,23.26
Aug 2010,0,0,0,31,13,7,4,18.9,0,0,24.9,36.7,65.8,0,26.74,31.34,22.15
Sep 2010,0,0,0,29,10,9,0,13.3,0,0,118.4,37.2,153,0,24.16,29.65,18.66
Oct 2010,0,0,0,17,0,7,0,4.4,0,0,32.3,31.1,86.6,0,16.4,21.25,11.55
Nov 2010,0,1,0,0,0,8,2,0,0,0,33.3,20.6,56.5,0,10.25,15.11,5.39
Dec 2010,0,27,2,0,0,7,0,-6.1,51,38,19.8,18.3,45.3,53,1.45,4.85,-1.94
Jan 2011,0,26,3,0,0,11,1,-8.3,102,127,38.6,15,57.2,185,0.92,4.29,-2.46
Feb 2011,0,16,0,4,0,11,1,-7.2,51,5,16.8,25,54.1,13,5.41,10.69,0.12
Mar 2011,0,7,0,2,0,13,2,-2.8,0,5,35.8,26.7,111.6,5,7.57,12.24,2.9
Apr 2011,0,0,0,14,0,14,7,2.2,0,0,18.8,30,81.4,0,14.87,20.31,9.44
May 2011,0,0,0,26,3,12,8,7.8,0,0,14.2,36.7,43.2,0,20.17,25.19,15.15
Jun 2011,0,0,0,30,10,5,9,15,0,0,21.1,38.9,42.9,0,25.97,31.05,20.88
Jul 2011,0,0,0,31,25,8,7,19.4,0,0,26.7,40,77,0,29.16,34.21,24.11
Aug 2011,0,0,0,31,12,11,9,17.2,0,0,84.6,37.8,226.7,0,26.63,31.43,21.82
Sep 2011,0,0,0,26,0,18,5,9.4,0,0,71.6,30.6,224.6,0,21.82,25.33,18.3
Oct 2011,0,0,0,13,0,1,1,1.1,0,0,30,28.3,99.5,0,14.65,19.18,10.11
Nov 2011,0,0,0,3,0,6,0,0.6,0,0,14,22.8,49.3,0,11.36,16.41,6.3
Dec 2011,0,7,0,0,0,9,0,-1.7,0,0,78.7,17.2,124.5,0,7.25,11.48,3.01
Jan 2012,0,16,1,0,0,8,1,-8.3,25,15,16,20,55.8,43,4.86,9.6,0.11
Feb 2012,0,5,0,1,0,8,1,-5,0,5,36.6,22.2,59.2,8,6.85,11.33,2.38
Mar 2012,0,2,0,14,0,7,2,-1.7,0,0,8.6,28.3,26.1,0,13.75,19.08,8.42
Apr 2012,0,0,0,12,0,6,0,4.4,0,0,32.3,31.7,48.9,0,14.61,20.05,9.16
May 2012,0,0,0,31,2,8,6,11.1,0,0,31,32.8,83.5,0,21.87,26.7,17.05
Jun 2012,0,0,0,30,11,1,2,14.4,0,0,31,40,60.5,0,24.59,29.95,19.22
Jul 2012,0,0,0,31,22,4,10,19.4,0,0,17.5,40.6,71.3,0,28.88,33.95,23.81
Aug 2012,0,0,0,31,15,4,2,18.9,0,0,15,36.7,70.7,0,27.21,31.96,22.45
Sep 2012,0,0,0,30,3,6,4,11.7,0,0,41.7,35,109,0,22.34,27.07,17.6
Oct 2012,0,0,0,17,0,10,0,5,0,0,97.8,28.9,147.8,0,16.09,20.52,11.66
Dec 2012,0,5,0,2,0,13,0,-1.7,0,5,36.1,22.2,77.2,5,7.42,11.29,3.55
Jan 2013,0,14,4,1,0,8,0,-9.4,0,10,21.8,22.2,64.5,23,4.6,8.58,0.61
Feb 2013,0,13,0,0,0,7,0,-7.8,0,5,15.7,15.6,42.4,10,3.52,7.29,-0.24
Mar 2013,0,7,0,0,0,4,0,-2.2,25,36,26.2,17.2,71.2,41,6.57,10.83,2.3
Apr 2013,0,1,0,13,1,2,0,-0.5,0,0,34.8,32.8,70.1,0,14.94,20.5,9.37
May 2013,0,0,0,19,3,6,1,5.6,0,0,34,32.8,71.6,0,19.25,24.35,14.15
Jun 2013,0,0,0,30,6,7,4,15,0,0,72.6,34.4,253.2,0,24.71,29.1,20.32
Jul 2013,0,0,0,31,11,1,4,18.3,0,0,35.3,36.1,112.4,0,27.36,31.26,23.45
Aug 2013,0,0,0,31,6,2,1,15.6,0,0,11.2,34.4,34.2,0,25.04,29.3,20.79
Sep 2013,0,0,0,29,6,1,2,10.6,0,0,22.1,34.4,31.1,0,21.84,27.19,16.49
Oct 2013,0,0,0,11,2,4,0,1.7,0,0,70.1,32.8,158.8,0,16.9,21.4,12.39
Nov 2013,0,8,0,3,0,3,0,-4.3,0,0,37.1,22.8,74.2,0,8.14,12.64,3.63
Dec 2013,0,15,0,2,0,6,0,-5.5,0,23,33.3,22.2,140.5,38,5.74,9.91,1.57
Feb 2014,0,18,2,0,0,4,0,-9.9,150,150,40.9,20.6,102.2,285,3.27,7.73,-1.19
Mar 2014,0,16,1,3,0,1,0,-9.9,180,99,26.7,22.8,108.2,323,6.06,11.2,0.91
Apr 2014,0,0,0,11,0,4,0,1.1,0,0,68.6,29.4,164.3,0,14.08,19.56,8.6
May 2014,0,0,0,25,2,5,2,9.4,0,0,57.2,33.3,126.3,0,20.25,25.53,14.97
Jun 2014,0,0,0,30,4,2,2,14.4,0,0,20.3,36.1,84.1,0,25.13,29.8,20.46
Aug 2014,0,0,0,31,3,1,4,16.7,0,0,40.6,35.6,86.2,0,25.37,29.81,20.94
Sep 2014,0,0,0,29,6,2,3,12.2,0,0,16.3,35,28.1,0,23.24,27.69,18.79
Oct 2014,0,0,0,20,0,8,2,6.7,0,0,36.6,27.8,88.7,0,17.16,21.71,12.62
Nov 2014,0,5,0,2,0,7,0,-5.5,0,0,26.9,23.3,67.2,0,8.87,13.33,4.4
Dec 2014,0,4,0,1,0,11,0,-1.6,0,0,22.4,21.1,89.1,0,6.52,9.89,3.15
Jan 2015,0,21,4,0,0,9,0,-11,50,61,19.1,19.4,94.8,92,2.04,5.92,-1.85
Feb 2015,0,24,7,0,0,7,0,-14.9,130,74,17.8,20,42.7,251,-0.9,3.95,-5.75
Mar 2015,0,8,1,3,0,10,2,-9.3,130,122,22.1,25,102.6,125,7.39,12.5,2.28
Apr 2015,0,0,0,15,0,8,3,3.9,0,0,19.6,28.9,86.8,0,15.21,20.76,9.66
May 2015,0,0,0,29,7,7,6,10.6,0,0,19.3,33.3,48.9,0,22.9,28.15,17.65
Jun 2015,0,0,0,28,12,15,11,15,0,0,69.9,35.6,303.4,0,25.61,30.06,21.17
Jul 2015,0,0,0,31,14,7,6,18.9,0,0,33,36.7,127.4,0,27.48,31.71,23.25
Aug 2015,0,0,0,31,12,4,2,17.2,0,0,10.4,35.6,29.4,0,26.26,31.11,21.41
Sep 2015,0,0,0,30,7,6,1,12.8,0,0,41.9,35.6,54.6,0,23.82,28.62,19.02
Oct 2015,0,0,0,14,0,8,1,2.8,0,0,24.4,26.1,77.3,0,14.92,19.68,10.17
Nov 2015,0,1,0,6,0,12,0,0,0,0,16,26.7,53.4,0,12.04,16.69,7.4
Dec 2015,0,2,0,3,0,21,0,-1,0,0,42.4,21.7,123,0,10.66,14.9,6.43
Jan 2016,0,23,5,0,0,13,0,-9.3,460,287,24.6,16.7,68.1,478,1.67,5.87,-2.53
Feb 2016,0,15,5,0,0,10,1,-10.5,50,71,27.9,18.3,96.2,79,4.41,8.67,0.14
Mar 2016,0,3,0,10,0,8,0,-1.6,0,8,8.1,26.1,29.5,8,11.96,17.26,6.66
Apr 2016,0,3,0,14,0,9,0,-1,0,0,17.8,30,52.2,0,13.82,19.44,8.19
May 2016,0,0,0,16,0,18,3,7.2,0,0,31.5,31.1,143.6,0,17.71,21.81,13.62
Jun 2016,0,0,0,30,5,9,5,11.7,0,0,25.1,35.6,93.5,0,24.57,29.56,19.58
Jul 2016,0,0,0,31,23,8,11,17.8,0,0,11.7,37.8,79.7,0,28.18,32.88,23.48
Aug 2016,0,0,0,31,23,4,3,19.4,0,0,29.5,38.3,70.9,0,28.18,33.18,23.19
Sep 2016,0,0,0,29,7,6,4,15,0,0,25.9,36.7,63.5,0,24.44,28.56,20.32
Oct 2016,0,0,0,17,0,7,2,5,0,0,6.6,30.6,22.9,0,17.26,21.94,12.59
Nov 2016,0,1,0,5,0,5,1,0,0,0,9.7,28.3,19.3,0,11.42,16.66,6.18
Dec 2016,0,12,1,0,0,9,0,-8.2,0,0,26.2,20,66.5,0,5.46,9.57,1.35
Jan 2017,0,8,3,1,0,14,0,-9.3,30,25,21.8,22.2,70,35,5.65,9.2,2.11
Feb 2017,0,8,0,6,0,3,2,-4.9,0,0,8.6,25,17.3,0,8.74,14.23,3.24
Mar 2017,0,12,0,6,0,10,0,-5.5,50,28,24.4,26.7,81.2,51,8.47,13.62,3.31
